itemid,datasource,genre,subgenre,orig_lang,speaker_id,reflabel,observations,maxagree,majority_softlabel,majoritylabel_sampled,majority_distrlabel20,majority_distrlabel40,domconn_step1,domconn_step2
wsj_1618_17,1618,PDTB,NA,English,NA,arg2-as-denier,10,0.3,synchronous:0; precedence:0; succession:0; reason:0.1; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.3; contrast:0.1; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0.2; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-denier,arg1-as-instance;arg2-as-denier;arg2-as-detail,arg2-as-denier,however,despite this
wsj_1640_18,1640,PDTB,NA,English,NA,reason;arg2-as-detail,10,0.3,synchronous:0; precedence:0; succession:0; reason:0.3; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,reason,arg2-as-detail;arg2-as-instance;conjunction;reason,reason,specifically,considering the fact that
wsj_1643_57,1643,PDTB,NA,English,NA,arg2-as-subst,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.1; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0.4; differentcon:0.1; norel:0,arg2-as-subst,arg2-as-subst,arg2-as-subst,instead,rather
wsj_1671_13,1671,PDTB,NA,English,NA,arg2-as-denier;precedence,10,0.6,synchronous:0; precedence:0.1; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.6; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-denier,arg2-as-denier,arg2-as-denier,however,despite this
wsj_1686_4,1686,PDTB,NA,English,NA,conjunction,10,0.3,synchronous:0; precedence:0.1; succession:0; reason:0.3; result:0; arg2-as-goal:0; arg1-as-denier:0.2; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,reason,arg1-as-denier;arg2-as-detail;reason,reason,because,despite the fact that
wsj_1688_46,1688,PDTB,NA,English,NA,succession,10,0.4,synchronous:0; precedence:0.1; succession:0.1; reason:0; result:0.4; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,arg2-as-detail;result,result,consequently,as a result
wsj_1699_32,1699,PDTB,NA,English,NA,result,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.5; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,conjunction;result,conjunction;result,also,in addition
wsj_1703_1,1703,PDTB,NA,English,NA,contrast,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.3; contrast:0.4; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,contrast,arg2-as-denier;contrast,contrast,in contrast,despite this
wsj_1705_58,1705,PDTB,NA,English,NA,arg2-as-instance,10,0.3,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.3; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,arg2-as-detail;arg2-as-instance;conjunction,conjunction,also,in addition
wsj_1711_0,1711,PDTB,NA,English,NA,synchronous,10,0.7,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.2; conjunction:0.7; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction;similarity,conjunction,also,in addition
wsj_1720_7,1720,PDTB,NA,English,NA,arg2-as-detail,10,0.4,synchronous:0; precedence:0.2; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,arg2-as-detail;conjunction;precedence,conjunction,specifically,in more detail
wsj_1723_37,1723,PDTB,NA,English,NA,arg2-as-detail,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,arg2-as-detail;arg2-as-instance;conjunction,conjunction,in addition,in addition
wsj_1723_51,1723,PDTB,NA,English,NA,conjunction,10,0.9,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.9; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction,conjunction,also,in addition
wsj_1730_9,1730,PDTB,NA,English,NA,arg2-as-detail,10,0.8,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.8; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail,arg2-as-detail,in more detail,in more detail
wsj_1735_43,1735,PDTB,NA,English,NA,arg2-as-subst,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0.2; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0.1; differentcon:0; norel:0,conjunction,arg2-as-detail;conjunction;contrast,conjunction,also,in addition
wsj_1735_49,1735,PDTB,NA,English,NA,arg2-as-subst,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.3; result:0.4; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0.1; differentcon:0; norel:0,result,arg2-as-detail;reason;result,result,specifically,considering the fact that
wsj_1778_31,1778,PDTB,NA,English,NA,arg2-as-denier,10,0.7,synchronous:0; precedence:0.1; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.7; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction,conjunction,also,in addition
wsj_1778_93,1778,PDTB,NA,English,NA,precedence,10,0.5,synchronous:0.3; precedence:0.1; succession:0; reason:0; result:0.5; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,result,result;synchronous,result,as a result,at that time
wsj_1781_31,1781,PDTB,NA,English,NA,synchronous,10,0.8,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.2; conjunction:0.8; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction;similarity,conjunction,also,in addition
wsj_1804_4,1804,PDTB,NA,English,NA,arg2-as-denier,10,0.6,synchronous:0; precedence:0.1; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.6; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,arg2-as-detail,arg2-as-detail,arg2-as-detail,as a result,to provide some background information
wsj_1825_44,1825,PDTB,NA,English,NA,arg2-as-instance,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.5; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-instance,arg2-as-detail;arg2-as-instance;result,arg2-as-instance,for example,consequently
wsj_1829_6,1829,PDTB,NA,English,NA,arg2-as-subst,10,0.3,synchronous:0; precedence:0.2; succession:0; reason:0; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0.2; differentcon:0; norel:0,result,arg2-as-subst;precedence;result,result,as a result,this is why
wsj_1831_35,1831,PDTB,NA,English,NA,arg2-as-instance,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.4; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-instance,arg2-as-detail;arg2-as-instance;conjunction;result,arg2-as-instance,for instance,this was illustrated by the fact that
wsj_1837_4,1837,PDTB,NA,English,NA,contrast,10,0.3,synchronous:0; precedence:0.3; succession:0; reason:0; result:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0.3; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,precedence,contrast;precedence;result,precedence,consequently,subsequently
wsj_1846_16,1846,PDTB,NA,English,NA,result,10,0.6,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.6; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,result,result,result,specifically,as a result
wsj_1847_53,1847,PDTB,NA,English,NA,arg2-as-subst,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0.1; arg2-as-subst:0.1; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;result,arg2-as-detail,specifically,in more detail
wsj_1849_47,1849,PDTB,NA,English,NA,result,10,0.5,synchronous:0; precedence:0; succession:0; reason:0.2; result:0.5; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,arg2-as-detail;reason;result,result,as a result,consequently
wsj_1856_27,1856,PDTB,NA,English,NA,contrast,10,0.8,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.8; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,contrast,contrast,contrast,in contrast,by comparison
wsj_1870_120,1870,PDTB,NA,English,NA,arg2-as-detail,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0.2; arg2-as-denier:0; contrast:0.6; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,contrast,arg1-as-denier;contrast,contrast,however,by comparison
wsj_1870_86,1870,PDTB,NA,English,NA,reason,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0.2; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;result,arg2-as-detail,as a result,in more detail
wsj_1874_73,1874,PDTB,NA,English,NA,arg2-as-instance,10,0.5,synchronous:0; precedence:0.1; succession:0; reason:0; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction;result,conjunction,also,in addition
wsj_1903_37,1903,PDTB,NA,English,NA,arg2-as-denier,10,0.7,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.7; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail,arg2-as-detail,specifically,in more detail
wsj_1920_13,1920,PDTB,NA,English,NA,succession,10,0.4,synchronous:0; precedence:0; succession:0.1; reason:0.2; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.4; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,contrast,contrast;reason,contrast,in contrast,by comparison
wsj_1927_36,1927,PDTB,NA,English,NA,equivalence,10,0.5,synchronous:0; precedence:0; succession:0; reason:0.3; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg2-as-subst:0.1; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;reason,arg2-as-detail,specifically,in more detail
wsj_1927_43,1927,PDTB,NA,English,NA,arg2-as-denier,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.5; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-denier,arg2-as-denier,arg2-as-denier,however,despite this
wsj_1927_47,1927,PDTB,NA,English,NA,result,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0.6; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.2; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,arg2-as-denier;result,result,as a result,despite this
wsj_1932_53,1932,PDTB,NA,English,NA,contrast,10,0.5,synchronous:0; precedence:0.1; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction,conjunction,in addition,in addition
wsj_1934_2,1934,PDTB,NA,English,NA,reason;succession,10,0.6,synchronous:0; precedence:0; succession:0; reason:0.2; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.6; equivalence:0.1; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;reason,arg2-as-detail,as background,to give more context
wsj_1937_3,1937,PDTB,NA,English,NA,conjunction,10,0.4,synchronous:0.2; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,arg2-as-detail;conjunction;synchronous,conjunction,furthermore,in addition
wsj_1951_2,1951,PDTB,NA,English,NA,succession,10,0.5,synchronous:0; precedence:0.1; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;conjunction,arg2-as-detail,to provide background information,to provide some background information
wsj_1970_2,1970,PDTB,NA,English,NA,synchronous,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.4; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,arg2-as-detail;conjunction;result,result,consequently,in addition
wsj_1999_23,1999,PDTB,NA,English,NA,arg2-as-detail,10,0.3,synchronous:0; precedence:0; succession:0; reason:0.2; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;conjunction;reason;result,arg2-as-detail,because,the reasons isare that
wsj_2013_104,2013,PDTB,NA,English,NA,arg2-as-detail,10,0.8,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.8; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail,arg2-as-detail,in more detail,notably
wsj_2024_0,2024,PDTB,NA,English,NA,succession,10,0.5,synchronous:0; precedence:0; succession:0.5; reason:0.1; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,succession,arg2-as-detail;succession,arg2-as-detail;succession,previously,to provide some background information
wsj_2045_38,2045,PDTB,NA,English,NA,synchronous,10,0.3,synchronous:0; precedence:0; succession:0; reason:0; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,arg2-as-detail;conjunction;result,conjunction,specifically,in addition
wsj_2045_4,2045,PDTB,NA,English,NA,conjunction,10,0.6,synchronous:0; precedence:0; succession:0.1; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.2; similarity:0; conjunction:0.6; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction;contrast,conjunction,additionally,in addition
wsj_2055_22,2055,PDTB,NA,English,NA,succession,10,0.7,synchronous:0; precedence:0; succession:0.2; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.7; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;succession,arg2-as-detail,in more detail,to provide some background information
wsj_2059_18,2059,PDTB,NA,English,NA,precedence,10,0.4,synchronous:0; precedence:0.3; succession:0.1; reason:0.2; result:0.4; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,precedence;reason;result,result,consequently,as a result
wsj_2061_15,2061,PDTB,NA,English,NA,equivalence,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.3; result:0.4; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,arg2-as-detail;reason;result,result,as a result,the reasons isare that
wsj_2070_8,2070,PDTB,NA,English,NA,arg2-as-denier,10,0.3,synchronous:0; precedence:0; succession:0.1; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0.2; arg2-as-denier:0; contrast:0.3; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,contrast,arg1-as-denier;arg2-as-detail;contrast,contrast,in contrast,even though
wsj_2111_9,2111,PDTB,NA,English,NA,arg2-as-denier,10,0.5,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.5; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-instance,arg2-as-detail;arg2-as-instance,arg2-as-instance,for example,to illustrate
wsj_2113_174,2113,PDTB,NA,English,NA,equivalence,10,0.7,synchronous:0; precedence:0; succession:0; reason:0.7; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.2; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,reason,arg1-as-detail;reason,reason,because,the reasons isare that
wsj_2113_184,2113,PDTB,NA,English,NA,arg2-as-subst,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0.1; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0.6; differentcon:0; norel:0,arg2-as-subst,arg2-as-subst,arg2-as-subst,instead,rather
wsj_2124_10,2124,PDTB,NA,English,NA,contrast,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.2; contrast:0.6; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,contrast,arg2-as-denier;contrast,contrast,in contrast,on the contrary
wsj_2125_30,2125,PDTB,NA,English,NA,equivalence,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.3; result:0.4; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,reason;result,result,because,bearing in mind that
wsj_2145_24,2145,PDTB,NA,English,NA,precedence,10,0.5,synchronous:0; precedence:0.5; succession:0; reason:0.1; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0.1; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,precedence,precedence,precedence,subsequently,afterwards
wsj_2145_46,2145,PDTB,NA,English,NA,reason,10,0.5,synchronous:0; precedence:0; succession:0; reason:0.5; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,reason,reason;result,reason,as a result,consequently
wsj_2161_91,2161,PDTB,NA,English,NA,result,10,0.8,synchronous:0; precedence:0.2; succession:0; reason:0; result:0.8; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,precedence;result,result,for this reason,as a result
